132,2,Spinach Topping,0.2000000000000000000000
132,3,Spinach Topping,0.2800000000000000000000
136,0,20pc Box O'Wings,5.3279750000000000000000
137,0,6pcs Chicken Breast Fillets,4.2408000000000000000000
138,0,School Cookies,0.1300000000000000000000
139,0,Pecan Tarts,2.370000000000000000
149,1,Banana Pepper Topping,0.1200000000000000000000
149,2,Banana Pepper Topping,0.2000000000000000000000
149,3,Banana Pepper Topping,0.2800000000000000000000
169,0,Aquafina water,0.6500000000000000000000
170,0,2 litre of Dr. Pepper,1.1300000000000000000000
171,0,two-bite brownies,1.9500000000000000000000
179,1,Lemon Pepper Wings Side Order,2.5300000000000000000000
180,1,Teriyaki Wings Side Order,2.4400000000000000000000
181,1,Lemon Pepper Wings Wing Meal,3.1463555555555555555600
181,2,Lemon Pepper Wings Wing Meal,4.3041333333333333333400
181,3,Lemon Pepper Wings Wing Meal,5.3274333333333333333400
182,1,Teriyaki Wings Wing Meal,3.0563555555555555555600
182,2,Teriyaki Wings Wing Meal,4.1691333333333333333400
182,3,Teriyaki Wings Wing Meal,5.1586833333333333333400
189,0,Chicken Caesar Salad,1.7327000000000000000000
190,0,80pc Big Box O'Wings,20.7549250000000000000000
193,1,Wedgie,1.4468283582089552238900
193,2,Wedgie,2.6188059701492537313600
195,1,Shrimp Meal,3.2455555555555555555600
195,2,Shrimp Meal,4.7733333333333333333400
195,3,Shrimp Meal,5.8233333333333333333400
196,0,Shrimp Side Order,2.9100000000000000000000
197,0,20pc Box O'Shrimp,6.6800000000000000000000
198,0,40pc Box O'Shrimp,13.3600000000000000000000
199,0,80pc Big Box O'Shrimp,26.7200000000000000000000
227,0,Bear Paws,2.000000000000000000
230,0,Lay's Plain Potato Chips,0.4200000000000000000000
231,0,Doritos Nacho Cheese Chips,0.4200000000000000000000
244,1,Chicken Bites,4.3663555555555555555600
244,2,Chicken Bites,6.1341333333333333333400
244,3,Chicken Bites,7.6149333333333333333400
245,0,Chicken Bites Side O'Wings,3.7500000000000000000000
246,0,20 pc Chicken Bites Box,8.5616000000000000000000
247,0,40 pc Chicken Bites Box,16.8424000000000000000000
248,0,Cheese Slice,0.7461680273631840795721
249,0,Other Slice,0.8786680273631840795721
254,0,Can of Coke,0.4500000000000000000000
255,0,Can of Diet Coke,0.4500000000000000000000
256,0,Can of Sprite,0.4500000000000000000000
257,0,Can of Nestea Ice Tea,0.4500000000000000000000
258,0,Can of Barq's Root Beer,0.4500000000000000000000
259,0,2 litre of Coke,1.6800000000000000000000
260,0,2 litre of Diet Coke,1.6800000000000000000000
261,0,2 litre of Sprite,1.6800000000000000000000
262,0,200g M&M'S,2.910000000000000000
263,0,8pc Chicken Bites Addon,3.9255555555555555555600
264,0,8pc Succulent Shrimp,2.7600000000000000000000
267,0,Sweet Chili Thai Dip,0.3100000000000000000000
268,0,Creamy Garlic Dip,0.3100000000000000000000
269,0,Seafood Sauce,0.2800000000000000000000
270,0,Can of Coke Zero,0.4500000000000000000000
271,0,Can of Ginger Ale,0.4500000000000000000000
272,0,Dasani Water,0.4700000000000000000000
275,0,200g brownies,1.7900000000000000000000
278,0,Complimentary Garlic Dip,0.3100000000000000000000
281,1,Chicken Mushroom Melt Pizza,2.9020149253731343283200
281,2,Chicken Mushroom Melt Pizza,5.1197761194029850745600
281,3,Chicken Mushroom Melt Pizza,7.3017910447761194028800
285,0,CinePlex 2 for 1 movie admission,1.1000000000000000000000
290,0,Cheddar Jalapeno Dip,0.3500000000000000000000
291,0,Peppercorn Ranch Dip,0.2300000000000000000000
292,0,Honey Mustard Dip,0.2900000000000000000000
293,0,Hot Dip,0.2500000000000000000000
294,0,Italian Marinara Dip,0.2400000000000000000000
295,0,Sweet Plum Dip,0.2500000000000000000000
306,0,Lays,0.4500000000000000000000
307,0,Doritos,0.4500000000000000000000
321,1,BBQ Steak pizza,2.4064399253731343283150
321,2,BBQ Steak pizza,3.8123427860696517412200
321,3,BBQ Steak pizza,6.0006410447761194028700
324,0,20pc Succulent Shrimp,6.7600000000000000000000
325,1,Steak Topping,0.8000000000000000000000
325,2,Steak Topping,1.4000000000000000000000
325,3,Steak Topping,1.8000000000000000000000
336,1,10PC. Hot Wings,2.9025000000000000000000
337,1,10PC. Gold Wings,2.9700000000000000000000
338,1,10PC. Honey Garlic Wings,2.9237500000000000000000
339,1,10PC. BBQ Wings,3.1708000000000000000000
340,1,10PC. Teriyaki Wings,2.9125000000000000000000
341,1,10PC. Lemon Pepper Wings,3.0250000000000000000000
344,0,Mild Dip,0.2000000000000000000000
345,0,Texas BBQ Dip,0.2000000000000000000000
346,0,Blue Cheese Dip,0.3800000000000000000000
347,0,Honey Garlic Dip,0.2200000000000000000000
348,0,Creamy Dill Dip,0.3200000000000000000000
355,1,Bacon Mushroom Melt Pizza,1.7882716417910447760700
355,2,Bacon Mushroom Melt Pizza,3.0524094527363184078800
355,3,Bacon Mushroom Melt Pizza,4.3619910447761194028600
356,1,Sliced Hot Sausage Topping,0.4500000000000000000000
356,2,Sliced Hot Sausage Topping,0.7500000000000000000000
356,3,Sliced Hot Sausage Topping,1.0500000000000000000000
